"Feature ID"	"Taxon"	"Confidence"
"e2f31fad7131ea84c80250c758a7eece"	"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides"	0.998031546740677
"28c708adb90660d23e8ba1620d04a1da"	"d__Bacteria; p__Armatimonadota; c__Chthonomonadetes; o__Chthonomonadales; f__Chthonomonadaceae; g__Chthonomonas; s__uncultured_bacterium"	0.907465753206751
"849bacd66a26488e9009dad08e23f87f"	"d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured"	0.998710941831452
"96d05a1976f481cb2e27f806d6842e1c"	"d__Bacteria; p__Chloroflexi; c__TK10; o__TK10; f__TK10; g__TK10; s__bacterium_Ellin6543"	0.942487984162941
"4a58a28abb4b62923b0a7f885477a38e"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae"	0.999017745839809
"f27db4fb16bcdc83adea53f5f92f141e"	"d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__uncultured_euryarchaeote"	0.755788472358017
"9ee266c7e4852e7f5b76205e2ddc106f"	"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Conexibacter"	0.981545386163134
"3fc4c2c5522dfc8011d6a99c8693a4d3"	"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae"	0.998938954075024
"e3ecffb60a260fae6d56510a7e971a24"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__A21b; g__A21b"	0.999906303086742
"6ee6abd33f4990a43aef2724906f5a06"	"d__Bacteria; p__Acidobacteriota; c__Subgroup_5; o__Subgroup_5; f__Subgroup_5; g__Subgroup_5; s__uncultured_bacterium"	0.995167978537593
"cf21216eb994376d2fdffd0157f29e6d"	"d__Bacteria; p__Latescibacterota; c__Latescibacterota; o__Latescibacterota; f__Latescibacterota; g__Latescibacterota; s__uncultured_soil"	0.860880688654591
"68d442e7dc0e4a048e444ade45de42d4"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae"	0.999514050352037
"0a4485ba37deb9dc54bb085f21e53e4a"	"d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Gemmatales; f__Gemmataceae; g__uncultured"	0.993945334461502
"079c3a09469dc33ceca0dc38759320fe"	"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__Gaiellaceae; g__Gaiella"	0.933535400723937
"efdc769a7a69a5fa7182e93b330c52ae"	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__env.OPS_17; g__env.OPS_17"	0.999992805803771
"241b820e3bf0b46866e34bb80d8e8320"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Acidibacter"	0.99996477078405
"68e8444a6510016f0071c28dbbd3635f"	"d__Bacteria; p__Actinobacteriota; c__MB-A2-108; o__MB-A2-108; f__MB-A2-108; g__MB-A2-108; s__uncultured_Alphaproteobacteria"	0.963317582087182
"4535ea9ff935cd9f414e4affb0376e39"	"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae; g__Blastococcus"	0.99903144098626
"b5b9fb78d1e25e62e450bf31c3f158c9"	"d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira"	0.999998547325118
"dde5f212964aff5924985810ad6c65a0"	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae"	0.9998965914742
"82c98ad7feff8dbc28fdb770b205ecd1"	"d__Bacteria; p__Acidobacteriota; c__Acidobacteriae; o__Subgroup_2; f__Subgroup_2; g__Subgroup_2; s__uncultured_forest"	0.977203930929722
"779580c1320b3019a886cf836b9ac70a"	"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Solirubrobacterales; f__Solirubrobacteraceae; g__Solirubrobacter"	0.999298938355441
"39a9276b5d6c5cdae3739d42594dc0af"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__MND1"	0.999998052936597
"2cfb2511ec5bbdad7201ef433ddd321c"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Rhodoplanes"	0.950733615469769
"619eb917f30f771af01449fe5a42374c"	"d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured"	0.995380033344477
"a14127235475ef81556ac3ea9dc1ce23"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__SC-I-84; g__SC-I-84"	0.999936184870446
"c333e3a249bf90f7c39501ecf29ba3c7"	"d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales"	0.908459348605473
"c76089c48085d093484fee5ed50cd198"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae"	0.999990389507775
"44a599a3cae2f3dbccdb1bc46a4a5e5f"	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__Ohtaekwangia; s__Ohtaekwangia_koreensis"	0.955510138378612
"27bf0807ec8605f61e8d89d346fa5425"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae"	0.994193457829155
"a28b22d5905aaa474156656a99cf9246"	"d__Bacteria; p__Desulfobacterota; c__uncultured; o__uncultured; f__uncultured; g__uncultured"	0.904236987084688
