"OTUID"	"WM13"	"WM14"	"WM15"	"WM16"	"WM20"	"WM21"	"WM22"	"WM23"	"WM24"	"WM25"	"WM26"	"WM27"	"WM28"	"WM29"	"WM30"	"WM43"	"WM44"	"WM45"	"WM46"	"WM48"	"WM49"	"WM50"	"WM51"	"WM52"	"WM53"	"WM55"	"WM56"	"WM57"	"WM58"	"WM60"
"27b11ec1aefcdb62d046f064b661ffaf"	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1f83a7eea9c59866ea7a7faaf6e88918"	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0
"764333214bbae0db9378f9bfd7b5ac1b"	6	0	0	1	0	0	9	0	0	0	0	0	0	5	0	3	2	2	5	7	0	0	1	0	0	0	0	0	0	1
"248bf576b4622399517b6299a6afaeda"	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"77d52f42c5f0120d03f67d95c200b38a"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	2	0	0	0
"88dd353ac312e74d22556dea45eb2b25"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	3	2	1	0	3	2	0
"5b88076dcd4161a4ce8e24fe7cf8dcbe"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
"99bd799f34bbf3936e1fb494a17370a9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"c7f234a501b366a6b655bbd4c2f7e479"	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9717b721753534bbf6fe27fba945ccf9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0
"b3b264b3a2db08b5630b11a9da3bc048"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0
"eb214cf01c4b59c7dbbaca15fee307da"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	1	0	0	1	0
"118f50e5808c92057abfad06b37a7060"	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"193fc67aa8470c71443f09e71c99912e"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
"6b2aefb6f9cb9861bf23beb8b1480576"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"e22a51cdff94fe87e1527441034216e4"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"8d9e953413c1d41b56e009e882494dda"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0
"039d088b8c2d6e08ce0de0fa854d083c"	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f3232b0a21d50761085a603e6d64f56a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
"9600343780833487aa71ba84c80a459e"	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"53e95fcd8cb0d13588f629f5aa83b1fd"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	6	0	0	3	10	2	1	3	1
"4a4527e6f539bebe0eeb85a8c0ad961f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0
"d58c23fd649cbce6f6563bef0c237be2"	15	6	9	4	0	0	4	1	5	0	0	0	0	1	0	6	7	4	12	7	0	1	2	2	2	0	11	20	1	8
"388fb33addbb29ec17ebe76553f5c527"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
"d0b0f94396153edbb32bf3078d7820e1"	2	0	1	3	0	0	5	0	0	0	0	0	0	0	0	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0
"2563e84db88b55080033c79b716e3235"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
"08cddeb12af04790264d168fec427c1d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"36840ae1934d1d76ce668daa1593ce7d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	24	3	3	0
"8eee57cb1126472c19896df6e493a550"	0	0	0	0	0	0	0	0	2	9	9	4	14	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ad569c64c614256fd3b9df1f33f25d99"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
"585350dabeea27a6fd7e7dbc0938eb5a"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0
"0fedf5ff7a7bfc808de01ae0b39f6c1e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"8ffd2cae6714247dd9b6ac65eaa7ce64"	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	4	3	0	0	0	0	0	0	0	1	0	0
"7fa4d4648c5a2856c9271f903fc557ad"	0	2	0	0	0	1	0	0	1	0	2	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
"8363f88e6fc41b5b85db42b558a23888"	3	0	1	0	0	7	2	0	0	0	0	0	0	0	0	0	2	3	4	2	0	0	0	0	0	0	0	0	0	0
"a728370e50804e3611d1718bcdbe6baa"	2	3	9	1	6	15	2	8	0	0	0	0	0	3	0	2	1	6	4	0	1	1	2	0	0	0	4	5	0	4
"4a6a85cb4936bcd548d217de095efdbc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"29a140497091f9fac2a2fad048353cee"	0	0	0	0	1	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"0940a00ff27943e259077140507d1778"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	3	0	0	0	0	0	0
"a83f4d858a6eb0279b4865f436a85e74"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"35f574988d1cd9b85e50a3f3af227573"	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	4	8	0	0	0	0	0	0	0	0	0	0
"fbe84914103a333ac1b08371ddfa9ed0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
"68e297d13eb4706007b4f3a926065cbe"	0	0	3	3	0	0	0	0	0	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f665ed4349d17c20a05774cb90981796"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
"923ab31d97a5d84aba356836d67f5644"	2	0	0	5	2	0	0	3	0	0	0	0	0	0	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0
"81f058948e5d23428ef293272b3304a6"	0	0	0	0	0	0	0	0	0	1	11	18	4	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"78966436c00f5a8b7c95252ac77dff45"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
"53435b6a19c91425514ffb1a7f394109"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	5	2	6	2	0	1	0	6	4
"cf1d74eb0df8509f61043fb89a11935d"	0	3	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"850c3d0df39c57ecfa1083c620e5f12d"	2	3	0	0	2	1	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"798d771e5557779e07ec5e35db8ca8b3"	0	0	0	2	0	3	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"12d54307a1047e9e270315ca919530bb"	0	0	2	0	1	6	3	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6e59d71a9114e3970817f6db734b799b"	0	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0
"03b284dcbb735ea5c0fd5cb9cb8982ff"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	0	0	2	0	0	0	0	0	0	0
"80df70d343eaed4e85d931efce51f148"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"22a3f63d01bbc2311c2f60bf58a1fb85"	0	3	0	0	1	0	0	0	29	13	2	6	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4591610f401b124c6b7283a2da2f4c3a"	12	6	14	6	1	4	1	11	1	1	0	0	0	2	6	13	14	12	23	26	26	0	11	38	2	1	7	17	11	11
"9bd782b94bffab281e4420e7e89fe242"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"01d6a95200435471023fe04770ed824a"	0	0	0	0	0	0	0	0	4	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"15f63893d986f16598e7680252d3e95f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	2	3	0	2	1	3	1
"f4a509b5a7e734c145cc760bd88d1e10"	0	1	0	3	0	0	0	0	0	0	0	0	0	3	4	0	0	5	0	0	3	4	13	5	9	0	0	1	0	0
"f62076b11142c8f4b3803959b533465e"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	5
"f1763e8b9fc466bf91eb7fb632e74c2f"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	2	0	0	0	0	0	2	1	0	1
"97df2ea014d5cf766962c3c854aee200"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	2	0	2
"460551a17c39f0870bcb9199cf25772e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0
"91e4856be3f1acb1c407fecb5ee9c849"	0	0	0	0	0	0	0	0	12	20	3	21	27	30	29	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"2d223692972e09a961368f841d122657"	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0
"1133fafe883b04ee9fd83ecea89742a6"	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"b07318662486d69ef8f743723a75f190"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	4	7	1	0	0	0	0	0
"e1a032edb30e01976e02bd257c3659ae"	0	0	0	2	3	5	4	4	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
"1dedae0e7beeb313470bb1dc4428256b"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0
"e5ae127c0500b34206331dd0eac8e126"	269	211	205	141	103	95	88	125	79	129	143	0	8	42	69	214	89	86	102	139	39	24	49	55	17	20	49	81	56	71
"6f6a154fff1721b3593ccd592077a43a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	3	1	3	0	1	4	1
"8c8e42f34ea5041c3f383d8743e0bc5b"	3	2	3	17	2	4	0	0	0	2	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"59a713b54c546f1c9df3a2da698e488e"	0	2	0	3	1	0	0	2	3	2	4	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"08a6eccca761d54ac342aabba755a518"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0
"467fdda336103e6cd604e1c9c19d9845"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	7	0	0	0	0	0
"3c4d9a746010422aece117018e8d169a"	0	0	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"892c08ab2f704195a8d8db7ed4cb8f5e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0
"eb6aecd2af883a5e8f094010e77d8ba0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"3f42cf80deec69b0b17d17079178e41c"	0	0	0	0	0	6	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"bc3cdbf7461696dfed0de4077ca19a03"	17	27	31	15	25	16	28	29	0	0	0	0	0	7	0	18	0	6	1	0	0	0	2	0	0	0	0	1	2	2
"e2c36db70914f67b45502b5d0340bc75"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0
"359f9a440f590f287062aecb8a859893"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0
"fa4d24bf5d6c682026a4a4565d4acd72"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0
"dafac43c5870d4379b7445702cc60835"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1
"e25cb1f27cacee53402e1c127c5e25ae"	2	5	2	2	0	0	0	0	0	0	0	0	0	0	0	7	4	11	3	11	0	1	2	1	0	0	0	2	0	0
"84cdb35c7a0bd85e6860b4705df54c9e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	2	0	0	0	0	0	0
"2c88325052ee0535cc8701026ce041bf"	2	0	7	7	4	2	10	9	5	1	3	2	2	1	0	4	6	9	11	3	0	1	0	0	0	0	0	3	0	4
"5d90fcf7b4bfdfeb962291308bc04b3c"	4	3	3	0	17	9	0	0	6	0	0	1	0	9	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"91741049e47302062ace440a8f846f6d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	2	0	3	5	0
"dcc9019d0cd2fd74fdd9256de80275ba"	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"244088d59651c5b9ea5bdcf71563feab"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"45f49c65e98acf45beb2cfa68b074099"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
"99db6bb861e0998a119e9d7f084b2f7b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"a03d1b15ed81bde7281a738b90ac1c5c"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	1	2	0	2	0	0	0	0	2
"340dcf58dd1042ceb8631e6a85d2dafd"	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"e6ca75eb3098b1be039b3c3807e1eb49"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	1
"7937312b8d66c634f17c4d9eb1f387aa"	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"cdd2a989b9c0b3047d3e910a08af997b"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"979eb61c9d7ec9900fe980d9561330a8"	2	0	2	0	9	8	6	3	3	7	2	2	3	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"cb5641e136ff523961549c1880d4525a"	5	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"adf399d3da64d8d541bca5a1213d50a8"	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"2c1b0e7ed0aa9b58e751a39a76e01341"	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	4	0	1	3	0	0	2	0	2
"4baf7a0af23ba8a32f5744ea8fb3867e"	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	2	1	0	0	0	1	2	0	2	0	0	0	0	2	0
"18cb470624fe3f992f4a320ebeaba7b9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	7	0	10	0
"b7d5b0a603a4247ef46e391d296dffb3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
"d40fa73e4684259ef3ee23bb9dc5e089"	0	0	2	3	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
"0e5685fcd872c85fca3184222ea66ff2"	9	4	20	10	16	14	15	6	1	0	3	5	0	2	4	0	4	0	20	1	19	17	42	22	0	0	1	2	0	2
"90504486ae7668650e1b201e2597bbd3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	2	0	0	0	0	0	0	0	0	1	0
"3da32feeaaf573659107b76375b11f8d"	0	0	0	0	0	0	0	0	2	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"8acde2662a2f74e87b0c6a26327bc2b3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"11d541c6de365cdcc9e0860616e164a7"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0
"1fbfd36b2f86d349e9e3a1b66b9496cf"	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"3c4ca573e7af0732cba47082ce869a86"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
"bcc99660b7822063ff719721ebcc330c"	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0
"4ebbad593776c76b114c8fb34beaf9ad"	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
"435083390c4d4a8d7f09c4accb707122"	0	0	0	0	2	0	0	0	2	0	1	3	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ef8ee20fd09ba74038e3f6a3b0c15542"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"1f124ed9b40568cdad9ff3fe038fa698"	1	3	3	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	0
"51f21c8beb2abf33037170f68a7f0184"	0	0	0	0	0	0	0	0	0	6	0	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"d07394187233609f7ce3628675e3f4d2"	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"c6fa0e37cdbb80cf5bbbb1c09c78c14b"	0	0	0	0	0	0	0	0	0	5	0	1	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"5fef1b034cc851351565e3277260280b"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	0	2	0	0	0
"08826f76bd27be8210b875d8f10f3dc3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0
"ecbaaceccfa026caa24ee2d5fa326a39"	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"9cd75ef9a7dfed4356255e4654bdc2fd"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0
"5daada813d262ab9bc18f92f49edd86b"	0	0	0	0	0	0	2	0	0	1	0	3	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"4a17e2446eecc5a65e78f78eecb1081e"	6	14	6	0	0	1	3	2	0	0	0	0	0	0	0	10	2	3	5	13	0	0	0	0	0	0	0	0	0	0
"f94c956e92f36bae12b3c66ae75a74be"	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	2
"78da9fa72d006e8a65e858ef1514984d"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	5	6	0	0	0	0	0	0
"4fcf354aacf0d9800710d47df7797d9c"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"7ae8535f76b88b7ec9ac57c1ff9e1f55"	22	20	15	27	4	11	15	7	0	0	0	0	0	0	0	32	50	56	59	48	1	3	1	2	7	0	8	9	1	10
"941ecf0567920724c7b803d74d4f8e1a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"057bab50cb9b2c1be13bf801986958dc"	1	2	1	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"061a3aad8e4f3bc49f1f67151900f03e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0
"cac7c527116df2f3eba609b229c80125"	0	1	1	0	0	0	0	0	4	2	12	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"0edb3dccbbfa370a4f712188428c80a2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0
"0d143d35d45e932761affb5b39974963"	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
"dfe5a584feffccbfb2ce1859103f4c73"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0
"2eebaaf06d19111ab5617f9c407564b9"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	1
"336a50ee06b8a79912b2c65cad787e12"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"65761d7db42b4e5ba18621cab26127b5"	0	0	1	0	2	4	2	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"2b292ce39baaf10f927de5f75bc4d26d"	0	0	0	0	0	0	0	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6fbaa3753e1f7556e64f6e5b27c112c0"	1	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a4f2c97289c243fe72236bc7b9a48900"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
"4b6688ba57775d6578426a2b3a49f4a1"	0	2	0	0	2	0	1	8	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
"bbd7d2237606e6cc9549bf1701217423"	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"6102a1591e167abebaf79533364abd58"	5	13	11	1	2	10	11	11	0	0	3	0	0	0	56	0	0	0	2	6	2	0	1	0	2	0	1	0	0	0
"52cccf87c877087ffb9b858ad691677f"	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ed320ef9c18b5fd516320ee3d90a8732"	1	2	1	3	1	0	4	1	0	0	0	0	0	0	0	6	2	3	8	11	0	4	0	0	1	0	1	3	2	11
"b33d774d95ef60294699d9748944724b"	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
"f8166c24fa96ee07632a662600b9bc5e"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	3	2	1	4	4	0	5	0	2	0	2	1	0	0
"2a9e368c4a0781e77ee77dce5ffbc51a"	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"c61cb4d8a6493b117a890ebd6131f48f"	0	0	3	0	5	3	2	2	3	0	0	0	0	0	0	0	0	1	4	0	1	1	5	3	2	0	0	6	1	2
"7163e9d4fc78d6ef82cf755377d08e67"	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"a210570ab7810531913e64ed74d1a324"	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ddbb9b3115b26b56c6500a8be452f746"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
"753d1cc887374f7b4995e086367155e0"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"861918a17293ad58c0183ed217e63e6c"	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	0	0	0	0
"af0353a32608d0a6b183839b7a7a5611"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	2	1	3	1	1	1	7	10	0
"cb01a58b93ec1e974fb558642e9103ab"	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"535bd41b94c1af0183b49028b0847aa3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	0	0
"b9281ce8e94a51c2102bde9de970639e"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
